id;miejsce;id_zawodnika;wynik_I_serii;wynik_II_serii;nota;id_zawodow
3983;28;135;121,50;119,50;229,80;135
3984;29;200;122,50;119,50;228,60;135
3985;30;77;122,50;118,50;227,30;135
3986;1;114;143,00;138,50;273,70;136
3987;2;154;135,50;145,00;270,40;136
3988;3;123;135,50;138,50;257,20;136
3989;4;88;136,00;135,00;252,30;136
3990;5;171;129,00;142,50;249,70;136
3991;6;3;130,00;140,00;246,50;136
3992;7;113;130,00;139,50;244,10;136
3993;8;93;125,00;140,00;241,00;136
3994;9;162;135,00;130,50;237,40;136
3995;10;111;132,00;132,50;237,10;136
3996;10;226;126,50;138,00;237,10;136
3997;12;165;127,50;137,50;237,00;136
3998;13;68;125,00;137,00;234,60;136
3999;14;70;129,50;134,00;234,30;136
4000;15;65;130,50;126,50;220,10;136
4001;16;133;121,50;131,50;215,40;136
4002;17;210;124,50;128,50;214,90;136
4003;18;21;122,50;129,00;209,20;136
4004;19;167;123,50;126,50;205,00;136
4005;20;139;124,50;122,00;200,20;136
4006;21;108;121,00;122,50;195,80;136
4007;22;5;124,00;118,50;192,50;136
4008;23;47;117,00;122,50;187,60;136
4009;24;183;110,50;128,50;185,20;136
4010;25;200;112,50;124,50;182,60;136
4011;26;85;115,00;124,50;181,10;136
4012;27;152;109,50;116,00;158,40;136
4013;28;83;106,50;107,00;136,80;136
4014;29;177;109,00;103,50;129,00;136
4015;30;230;109,50;100,00;125,10;136
4016;1;65;124,00;129,00;270,30;137
4017;2;93;128,00;123,50;267,60;137
4018;3;226;120,50;131,00;266,10;137
4019;4;123;123,50;127,00;264,30;137
4020;5;154;122,50;124,00;256,60;137
4021;6;136;123,00;122,00;254,40;137
4022;7;114;122,50;121,50;252,60;137
4023;8;183;126,00;117,00;249,80;137
4024;9;5;123,50;119,50;249,30;137
4025;10;68;126,50;116,00;248,40;137
4026;11;113;123,00;119,50;247,40;137
4027;12;165;123,00;117,50;244,30;137
4028;13;236;116,50;123,50;243,90;137
4029;14;21;124,00;115,50;243,50;137
4030;15;111;118,50;121,00;241,50;137
4031;16;162;119,00;122,00;241,20;137
4032;17;116;120,50;119,50;240,40;137
4033;18;133;118,50;119,50;240,30;137
4034;19;108;120,50;116,50;238,00;137
4035;20;3;111,00;126,00;236,50;137
4036;21;210;114,50;118,00;227,40;137
4037;22;98;115,50;116,00;226,10;137
4038;23;193;116,00;116,50;224,90;137
4039;24;139;119,00;110,50;221,00;137
4040;25;197;111,50;118,00;220,50;137
4041;26;171;114,50;114,00;217,20;137
4042;27;152;116,50;109,50;215,20;137
4043;28;231;115,00;111,50;215,10;137
4044;29;31;113,50;105,00;198,70;137
4045;30;170;111,50;101,50;182,80;137
4046;1;123;132,00;129,00;273,30;138
4047;2;154;131,00;129,50;271,90;138
4048;3;136;129,50;128,00;263,50;138
4049;4;231;129,50;127,50;262,10;138
4050;5;236;129,00;126,50;261,90;138
4051;6;183;128,50;128,00;261,70;138
4052;7;114;129,00;127,50;261,20;138
4053;8;93;129,00;126,00;261,00;138
4054;9;111;128,00;127,50;260,90;138
4055;10;21;127,00;128,00;260,00;138
4056;11;65;128,50;126,00;259,60;138
4057;12;68;127,00;126,50;256,80;138
4058;13;133;127,00;125,00;255,10;138
4059;14;226;126,50;126,50;254,90;138
4060;15;88;126,00;127,00;253,90;138
4061;16;165;127,00;126,50;252,30;138
4062;17;113;128,50;123,50;252,10;138
4063;18;98;124,50;125,00;247,60;138
4064;19;108;126,00;122,00;246,90;138
4065;20;5;126,50;120,00;242,20;138
4066;21;31;123,50;122,50;240,80;138
4067;22;197;122,50;122,00;236,10;138
4068;23;210;121,50;121,00;233,00;138
4069;24;167;121,50;120,00;231,20;138
4070;25;171;121,00;121,00;230,60;138
4071;26;84;122,50;118,50;229,80;138
4072;27;162;121,00;121,50;228,50;138
4073;28;116;123,50;115,00;222,80;138
4074;29;193;119,50;117,00;220,20;138
4075;30;201;121,00;116,00;219,10;138
4076;1;154;138,00;132,00;289,00;139
4077;2;183;134,00;135,00;282,20;139
4078;3;114;132,50;132,50;279,50;139
4079;4;133;134,00;131,50;279,40;139
4080;5;31;134,00;132,00;278,30;139
4081;6;123;132,00;131,50;276,30;139
4082;7;231;134,50;130,00;276,10;139
4083;8;236;135,00;130,50;275,90;139
4084;9;65;135,50;127,50;274,90;139
4085;10;113;135,00;130,50;272,90;139
4086;11;136;134,00;129,50;271,80;139
4087;12;226;132,00;130,50;271,00;139
4088;13;108;130,50;130,00;270,40;139
4089;14;165;132,00;129,50;270,20;139
4090;15;5;130,00;130,00;267,50;139
4091;16;210;135,00;125,00;266,50;139
4092;17;93;129,00;128,50;265,50;139
4093;18;162;129,50;131,50;264,80;139
4094;19;72;127,50;128,50;259,30;139
4095;20;111;127,00;128,50;256,90;139
4096;21;21;128,50;124,50;254,90;139
4097;22;212;132,00;123,00;254,50;139
4098;23;68;128,00;125,00;253,90;139
4099;24;88;137,00;116,50;248,80;139
4100;25;3;124,50;125,00;248,10;139
4101;26;171;128,00;123,50;247,20;139
4102;27;85;124,50;124,00;243,30;139
4103;28;167;128,50;120,00;242,80;139
4104;29;29;123,50;123,00;240,20;139
4105;30;197;124,50;121,50;238,80;139
4106;31;71;123,50;117,00;228,40;139
4107;1;136;130,50;124,50;279,00;140
4108;2;154;129,00;124,00;276,90;140
4109;3;114;126,00;126,50;275,50;140
4110;4;236;126,00;128,00;275,20;140
4111;5;93;128,00;122,50;273,40;140
4112;6;113;133,50;118,50;272,10;140
4113;7;68;122,00;129,50;270,70;140
4114;8;65;128,50;121,00;270,10;140
4115;9;123;124,50;123,00;266,00;140
4116;10;183;128,00;119,50;265,50;140
4117;11;111;122,50;124,50;261,60;140
4118;12;3;121,50;125,50;260,60;140
4119;13;21;124,50;120,50;258,50;140
4120;14;108;121,50;122,00;257,30;140
4121;15;85;128,00;116,00;256,70;140
4122;16;31;120,00;122,50;253,50;140
4123;17;162;125,00;118,50;251,30;140
4124;18;226;122,50;119,00;250,20;140
4125;19;165;119,00;122,00;249,80;140
4126;20;212;124,00;117,00;248,80;140
4127;21;84;122,00;117,00;246,20;140
4128;22;24;124,50;112,00;240,70;140
4129;23;11;120,00;116,00;237,30;140
4130;24;196;114,50;118,00;234,00;140
4131;25;171;121,50;111,00;232,00;140
4132;26;231;118,00;113,50;228,20;140
4133;27;133;123,00;107,00;228,00;140
4134;28;167;117,50;112,50;227,00;140
4135;29;170;116,00;111,00;222,10;140
4136;30;124;118,50;99,50;203,40;140
4137;31;222;114,50;102,00;200,70;140
4138;1;183;224,00;224,00;450,10;141
4139;2;133;215,50;220,50;434,70;141
4140;3;113;219,50;218,00;431,00;141
4141;4;123;212,50;222,00;426,90;141
4142;5;85;215,00;217,00;425,40;141
4143;6;65;211,50;216,50;423,10;141
4144;6;136;216,50;211,50;423,10;141
4145;8;120;219,50;206,50;420,20;141
4146;9;154;215,50;209,00;419,40;141
4147;10;236;204,50;217,50;415,90;141
4148;11;3;209,00;212,50;415,30;141
4149;12;88;202,50;219,00;412,80;141
4150;13;226;207,00;212,00;410,30;141
4151;14;5;205,50;213,50;408,80;141
4152;15;31;208,00;207,50;408,60;141
4153;16;68;201,00;216,50;408,50;141
4154;17;165;202,00;207,00;396,30;141
4155;18;114;201,00;204,00;393,50;141
4156;19;11;200,50;203,00;391,70;141
4157;20;231;197,00;212,00;388,80;141
4158;21;116;199,50;202,50;388,40;141
4159;22;210;197,00;202,50;386,40;141
4160;23;212;197,00;204,50;386,30;141
4161;24;162;197,50;205,50;385,10;141
4162;25;111;196,00;203,00;382,80;141
4163;26;245;199,50;200,00;381,90;141
4164;27;129;196,50;193,50;371,00;141
4165;28;167;194,50;195,50;370,50;141
4166;29;93;194,00;194,50;369,70;141
4167;30;21;196,50;192,50;367,30;141
4168;31;108;194,00;193,50;367,00;141
4169;1;65;225,50;226,50;452,90;142
4170;2;113;222,50;222,50;443,00;142
4171;3;120;220,00;223,00;442,60;142
4172;4;85;217,50;225,50;441,10;142
4173;5;183;219,50;225,00;440,90;142
4174;6;236;211,50;221,50;431,10;142
4175;7;114;215,50;216,50;429,40;142
4176;8;136;215,00;216,00;426,70;142
4177;9;133;209,50;217,50;421,40;142
4178;10;3;204,00;217,50;415,80;142
4179;11;165;206,50;215,50;413,90;142
4180;12;123;204,50;211,50;408,20;142
4181;13;154;205,50;208,50;406,30;142
4182;14;68;205,00;207,00;398,40;142
4183;15;5;202,50;207,00;397,90;142
4184;16;162;201,00;208,50;397,40;142
4185;17;21;200,50;205,50;394,70;142
4186;18;226;196,50;207,00;389,70;142
4187;19;111;197,50;204,00;388,30;142
4188;20;88;193,00;208,50;387,30;142
4189;21;210;192,50;204,00;382,30;142
4190;22;11;192,00;201,50;377,20;142
4191;23;212;190,50;202,50;375,10;142
4192;24;31;193,50;199,00;372,00;142
4193;25;245;187,50;199,50;366,90;142
4194;26;231;190,50;192,00;359,50;142
4195;27;228;188,00;193,50;359,30;142
4196;28;108;190,00;189,50;358,40;142
4197;29;84;180,00;193,50;347,70;142
4198;30;139;186,50;184,50;345,70;142
4199;1;126;141,00;0,00;154,80;143
4200;2;5;136,50;0,00;145,70;143
4201;3;91;137,50;0,00;145,50;143
4202;4;132;132,00;0,00;135,60;143
4203;5;162;130,50;0,00;129,90;143
4204;6;125;127,00;0,00;126,60;143
4205;7;135;124,00;0,00;122,70;143
4206;8;227;125,00;0,00;121,50;143
4207;9;109;124,50;0,00;121,10;143
4208;10;62;125,00;0,00;120,50;143
4209;11;231;122,50;0,00;117,00;143
4210;12;81;121,50;0,00;116,70;143
4211;13;77;122,50;0,00;116,00;143
4212;13;197;122,50;0,00;116,00;143
4213;15;171;121,00;0,00;113,80;143
4214;16;173;119,50;0,00;109,60;143
4215;17;7;117,00;0,00;106,10;143
4216;18;210;115,00;0,00;103,00;143
4217;19;116;114,50;0,00;100,10;143
4218;20;181;112,00;0,00;96,10;143
4219;21;111;111,50;0,00;95,70;143
4220;22;154;112,50;0,00;95,50;143
4221;23;220;111,50;0,00;94,20;143
4222;24;129;111,50;0,00;93,70;143
4223;25;223;109,50;0,00;91,60;143
4224;26;170;108,00;0,00;87,40;143
4225;27;31;108,00;0,00;86,90;143
4226;28;68;106,50;0,00;85,20;143
4227;29;47;106,00;0,00;84,80;143
4228;30;193;105,50;0,00;84,40;143
4229;1;5;128,50;138,00;265,90;144
4230;2;123;129,50;133,50;260,60;144
4231;3;154;126,50;134,50;258,00;144
4232;4;196;120,50;141,00;256,40;144
4233;5;77;126,00;135,00;256,00;144
4234;6;3;128,00;132,50;254,10;144
4235;7;68;127,00;132,00;253,40;144
4236;8;31;125,50;134,00;252,80;144
4237;9;135;124,00;134,00;252,10;144
4238;10;91;125,50;142,00;250,70;144
4239;11;197;120,50;134,00;243,30;144
4240;12;132;122,50;132,00;241,30;144
4241;13;231;125,50;131,50;239,80;144
4242;14;114;124,00;127,50;238,40;144
4243;15;136;126,00;136,00;237,30;144
4244;16;72;120,50;128,50;233,90;144
4245;17;173;118,50;132,00;233,60;144
4246;18;120;120,50;128,50;232,90;144
4247;19;212;120,00;128,50;230,50;144
4248;20;236;119,50;127,50;229,30;144
4249;21;126;128,00;128,50;225,40;144
4250;22;209;118,50;127,00;225,10;144
4251;23;93;114,50;129,00;223,50;144
4252;24;33;118,00;125,00;220,60;144
4253;25;7;117,50;125,00;217,20;144
4254;26;181;114,50;127,50;214,30;144
4255;27;87;114,50;126,00;214,10;144
4256;28;125;116,50;123,00;211,30;144
4257;29;81;117,00;121,50;210,00;144
4258;30;116;117,00;130,00;205,80;144
4259;1;196;134,00;137,00;276,00;145
4260;2;91;136,00;131,50;269,20;145
4261;3;136;137,50;127,50;264,70;145
4262;4;5;133,00;127,00;255,20;145
4263;5;123;129,50;124,50;242,40;145
4264;6;113;128,50;126,00;241,80;145
4265;7;3;129,50;125,00;241,30;145
4266;8;29;130,50;122,50;240,10;145
4267;9;68;127,00;124,50;238,40;145
4268;10;135;126,50;125,00;236,90;145
4269;11;11;129,50;120,00;234,30;145
4270;12;154;124,00;125,00;232,90;145
4271;12;226;128,00;121,00;232,90;145
4272;14;116;130,00;118,50;231,50;145
4273;15;181;126,50;122,00;231,00;145
4274;16;93;127,00;120,50;230,70;145
4275;17;120;129,50;118,50;230,10;145
4276;18;173;124,50;122,50;228,30;145
4277;18;212;128,00;119,00;228,30;145
4278;20;114;127,50;117,00;226,30;145
4279;21;126;130,50;123,00;224,00;145
4280;22;33;125,50;118,00;221,00;145
4281;23;184;124,50;116,00;214,60;145
4282;24;209;124,50;114,00;212,00;145
4283;25;111;125,00;113,00;211,60;145
4284;26;214;124,50;114,50;211,40;145
4285;27;171;126,00;112,00;210,60;145
4286;28;21;124,50;112,50;210,30;145
4287;29;31;125,00;113,00;209,60;145
4288;30;7;124,00;110,00;203,40;145
4289;1;196;131,00;140,50;269,20;146
4290;2;91;137,00;129,00;263,30;146
4291;3;136;128,00;134,00;253,60;146
4292;4;5;135,50;126,00;253,20;146
4293;5;123;129,50;130,00;249,60;146
4294;6;114;129,00;129,50;246,80;146
4295;7;231;126,50;132,50;243,20;146
4296;8;183;128,50;126,50;239,00;146
4297;9;135;126,00;127,00;236,40;146
4298;10;154;128,00;125,50;236,30;146
4299;11;126;127,50;125,00;235,50;146
4300;12;77;130,50;122,50;235,40;146
4301;13;113;124,50;129,50;235,20;146
4302;14;93;130,00;121,00;234,80;146
4303;15;197;126,50;126,00;232,50;146
4304;16;68;127,00;123,00;228,00;146
4305;17;226;128,00;121,50;227,60;146
4306;18;13;124,50;125,00;226,10;146
4307;18;181;124,00;125,50;226,10;146
4308;20;120;126,50;122,00;225,80;146
4309;21;3;125,00;123,00;222,40;146
4310;22;139;126,00;121,00;222,10;146
4311;23;132;124,00;124,00;220,90;146
4312;24;65;128,00;117,00;219,50;146
4313;25;116;122,50;120,00;214,50;146
4314;26;27;123,50;118,50;213,10;146
4315;27;133;122,00;119,00;210,80;146
4316;28;152;123,50;118,50;210,60;146
4317;29;11;123,00;118,50;210,20;146
4318;30;118;124,00;116,00;207,50;146
4319;1;91;138,00;137,50;280,90;147
4320;2;5;130,00;138,00;266,40;147
4321;3;196;131,50;134,50;262,30;147
4322;4;113;131,00;134,00;257,50;147
4323;5;93;131,00;132,00;257,40;147
4324;6;136;130,50;133,00;257,30;147
4325;7;154;129,50;133,00;255,00;147
4326;7;123;132,00;130,50;255,00;147
4327;9;126;128,50;129,50;247,40;147
4328;10;226;129,50;129,00;245,80;147
4329;11;68;128,50;128,50;243,60;147
4330;12;197;128,00;128,00;241,80;147
4331;13;135;128,00;127,50;240,90;147
4332;14;3;129,00;127,00;237,80;147
4333;15;231;127,00;126,00;233,40;147
4334;16;114;124,50;129,00;233,30;147
4335;17;133;122,50;127,00;230,10;147
4336;18;77;124,00;126,50;229,90;147
4337;19;181;125,50;125,00;228,90;147
4338;20;11;125,00;124,50;228,10;147
4339;21;33;122,50;124,50;223,60;147
4340;22;29;121,50;126,00;223,50;147
4341;23;13;125,00;121,50;223,20;147
4342;24;47;123,50;122,00;220,90;147
4343;25;87;123,50;122,50;220,80;147
4344;26;165;121,00;123,50;218,10;147
4345;27;183;124,00;121,50;213,40;147
4346;28;227;121,00;119,50;209,40;147
4347;29;173;122,50;117,50;208,00;147
4348;30;210;123,00;118,00;206,80;147
4349;1;196;135,50;142,00;296,00;148
4350;2;123;133,50;136,50;286,50;148
4351;3;136;132,00;134,00;280,30;148
4352;4;91;131,50;135,00;279,70;148
4353;5;5;135,00;133,00;276,90;148
4354;6;126;131,00;135,00;276,30;148
4355;7;3;132,50;131,00;274,80;148
4356;8;113;135,00;129,50;270,60;148
4357;9;11;130,00;129,50;267,10;148
4358;10;154;130,50;128,50;265,20;148
4359;11;114;128,50;125,00;255,30;148
4360;12;181;129,50;124,50;254,70;148
4361;13;77;127,50;125,50;254,40;148
4362;14;135;126,50;124,50;251,80;148
4363;15;226;128,50;122,50;249,30;148
4364;16;133;128,00;121,00;246,20;148
4365;17;167;126,50;122,00;243,30;148
4366;18;197;126,00;122,00;241,40;148
4367;19;68;126,50;120,00;239,70;148
4368;20;116;125,00;120,00;236,50;148
4369;21;93;121,50;123,50;235,00;148
4370;22;31;125,00;119,00;234,20;148
4371;23;231;123,00;120,50;232,80;148
4372;24;236;123,50;119,50;232,40;148
4373;25;132;125,00;118,00;231,90;148
4374;26;89;123,50;118,50;230,10;148
4375;26;65;119,00;123,00;230,10;148
4376;28;183;122,00;118,00;227,00;148
4377;29;214;123,50;116,50;226,00;148
4378;30;118;120,00;116,00;215,80;148
4379;1;123;125,50;0,00;135,90;149
4380;2;68;125,00;0,00;133,00;149
4381;3;108;128,00;0,00;132,90;149
4382;4;196;123,00;0,00;129,40;149
4383;5;126;122,00;0,00;128,10;149
4384;6;183;122,00;0,00;128,10;149
4385;7;91;122,00;0,00;128,10;149
4386;8;197;122,00;0,00;127,60;149
4387;9;114;120,50;0,00;124,90;149
4388;10;226;120,50;0,00;124,90;149
4389;11;154;124,00;0,00;124,70;149
4390;12;136;120,50;0,00;123,90;149
4391;13;93;120,00;0,00;123,50;149
4392;14;231;121,50;0,00;122,20;149
4393;15;118;118,50;0,00;119,80;149
4394;16;3;118,00;0,00;118,40;149
4395;17;87;118,50;0,00;118,30;149
4396;18;5;117,50;0,00;118,00;149
4397;19;107;118,00;0,00;116,90;149
4398;20;11;116,50;0,00;116,70;149
4399;21;214;116,50;0,00;115,70;149
4400;22;65;116,00;0,00;114,30;149
4401;23;236;116,00;0,00;113,80;149
4402;24;181;115,50;0,00;112,90;149
4403;25;116;114,50;0,00;112,60;149
4404;26;167;115,00;0,00;111,50;149
4405;27;77;114,00;0,00;110,70;149
4406;28;133;113,50;0,00;109,80;149
4407;29;120;113,00;0,00;108,90;149
4408;30;132;113,00;0,00;108,40;149
4409;1;91;129,00;128,50;265,00;150
4410;2;154;128,50;129,50;263,90;150
4411;3;5;125,50;132,00;261,50;150
4412;4;126;125,50;128,50;257,70;150
4413;5;3;125,50;126,00;251,20;150
4414;6;136;124,00;126,50;249,90;150
4415;7;123;122,00;120,50;234,00;150
4416;8;77;123,00;118,50;231,20;150
4417;9;47;123,50;118,00;230,70;150
4418;10;226;115,50;126,00;229,70;150
4419;11;196;122,00;119,00;227,30;150
4420;12;231;122,00;117,00;224,70;150
4421;13;114;121,00;114,00;220,00;150
4422;14;135;115,00;120,00;219,00;150
4423;15;214;120,00;115,50;217,90;150
4424;16;86;117,50;116,50;216,70;150
4425;17;197;121,00;113,50;215,10;150
4426;18;113;119,00;114,50;213,30;150
4427;19;93;119,50;113,50;212,90;150
4428;20;116;118,50;113,50;212,10;150
4429;21;167;116,50;116,00;211,50;150
4430;22;87;116,50;115,50;211,10;150
4431;23;236;120,00;111,00;209,30;150
4432;24;132;118,50;113,00;209,20;150
4433;25;11;118,50;113,00;208,70;150
4434;26;181;115,50;115,00;207,90;150
4435;27;133;119,00;111,00;207,50;150
4436;28;108;117,00;109,50;202,20;150
4437;29;68;116,50;109,50;192,30;150
4438;30;29;117,50;105,00;191,50;150
4439;1;196;139,50;141,00;291,90;151
4440;2;91;137,50;142,00;289,10;151
4441;3;5;135,00;137,50;275,50;151
4442;4;231;133,50;136,00;269,10;151
4443;5;154;133,00;132,50;262,40;151
4444;6;169;132,00;131,00;254,90;151
4445;7;123;130,50;132,00;254,00;151
4446;8;136;129,50;133,50;252,40;151
4447;9;214;126,50;134,50;251,30;151
4448;10;226;127,00;132,50;248,10;151
4449;11;3;128,00;130,50;246,30;151
4450;12;126;131,00;128,00;246,20;151
4451;13;72;127,50;129,50;243,10;151
4452;14;113;126,00;131,50;242,00;151
4453;15;86;128,50;127,50;240,80;151
4454;16;133;125,50;128,50;237,20;151
4455;17;198;129,00;125,00;236,20;151
4456;18;197;129,00;124,50;235,80;151
4457;19;116;126,00;126,50;232,50;151
4458;20;135;121,50;129,00;230,40;151
4459;21;47;125,00;125,50;229,90;151
4460;22;114;125,00;125,50;228,40;151
4461;22;77;125,50;125,00;228,40;151
4462;24;236;124,00;124,00;224,90;151
4463;25;68;124,00;124,00;223,90;151
4464;26;29;122,50;128,00;222,40;151
4465;27;93;123,50;122,00;220,40;151
4466;28;167;124,00;121,50;218,40;151
4467;29;131;124,00;120,50;217,10;151
4468;30;223;118,50;122,00;210,90;151
4469;1;91;208,00;193,50;388,30;152
4470;2;154;206,00;189,50;384,10;152
4471;3;68;190,00;201,00;377,70;152
4472;4;3;202,50;187,50;374,00;152
4473;5;167;197,50;191,50;369,30;152
4474;6;236;212,50;174,50;366,90;152
4475;7;126;195,50;188,00;365,20;152
4476;8;136;176,50;206,00;362,50;152
4477;9;226;183,50;195,50;360,80;152
4478;10;113;177,00;203,50;358,60;152
4479;11;5;185,50;192,50;358,10;152
4480;12;183;173,50;201,50;355,50;152
4481;13;120;184,50;189,50;353,30;152
4482;14;231;180,50;192,50;353,10;152
4483;15;169;171,50;200,00;348,30;152
4484;16;198;185,50;181,50;343,40;152
4485;17;228;177,00;181,50;333,70;152
4486;18;123;170,50;188,00;332,20;152
4487;19;139;191,50;159,00;321,60;152
4488;20;181;171,50;172,50;311,30;152
4489;21;72;168,50;174,50;310,10;152
4490;22;87;167,50;176,50;309,80;152
4491;23;114;169,00;170,50;306,40;152
4492;24;11;162,50;176,50;305,80;152
4493;25;214;164,50;174,50;303,80;152
4494;26;111;184,00;147,50;294,80;152
4495;27;75;167,00;162,00;291,30;152
4496;28;184;178,50;149,50;291,10;152
4497;29;81;171,50;151,50;283,10;152
4498;30;243;168,00;147,50;269,10;152
4499;1;228;136,00;0,00;143,30;153
4500;2;133;133,50;0,00;138,80;153
4501;3;68;131,50;0,00;134,70;153
4502;4;73;132,00;0,00;133,60;153
4503;5;136;129,50;0,00;131,60;153
4504;6;197;129,00;0,00;131,20;153
4505;7;91;129,50;0,00;130,10;153
4506;8;209;127,50;0,00;123,50;153
4507;9;196;125,50;0,00;122,40;153
4508;10;154;123,00;0,00;119,40;153
4509;11;181;124,00;0,00;119,20;153
4510;12;11;124,00;0,00;118,20;153
4511;13;86;123,50;0,00;117,30;153
4512;14;126;121,50;0,00;115,20;153
4513;15;142;121,50;0,00;114,70;153
4514;16;152;121,00;0,00;111,80;153
4515;17;120;119,50;0,00;111,60;153
4516;18;76;120,00;0,00;111,50;153
4517;19;61;119,50;0,00;111,10;153
4518;20;132;119,00;0,00;109,70;153
4519;21;135;118,00;0,00;107,90;153
4520;22;139;117,50;0,00;107,00;153
4521;22;93;117,50;0,00;107,00;153
4522;24;123;117,50;0,00;106,50;153
4523;25;3;117,00;0,00;106,10;153
4524;26;184;117,00;0,00;105,60;153
4525;27;111;115,00;0,00;101,50;153
4526;28;21;112,00;0,00;96,60;153
4527;29;169;110,50;0,00;93,40;153
4528;30;167;113,00;0,00;92,40;153
4529;1;136;132,50;137,00;283,10;154
4530;2;154;134,00;131,50;279,90;154
4531;3;226;121,50;134,00;258,90;154
4532;4;196;124,00;134,50;258,80;154
4533;5;231;123,00;132,50;258,40;154
4534;6;91;119,50;137,00;257,70;154
4535;7;114;121,50;133,50;255,50;154
4536;8;3;128,50;125,00;254,80;154
4537;9;126;127,50;126,00;253,80;154
4538;10;133;119,50;134,00;253,30;154
4539;11;113;117,00;137,00;253,20;154
4540;12;77;120,50;129,00;246,60;154
4541;13;11;115,50;134,00;246,10;154
4542;14;123;125,50;123,50;245,70;154
4543;15;86;123,50;126,00;245,10;154
4544;16;68;125,50;122,50;243,90;154
4545;17;5;122,50;122,50;237,00;154
4546;18;65;112,00;128,50;227,40;154
4547;18;87;112,00;128,50;227,40;154
4548;20;197;109,00;129,00;222,90;154
4549;21;61;111,50;126,00;221,00;154
4550;22;72;110,00;124,50;214,60;154
4551;23;209;111,00;120,00;208,80;154
4552;24;181;109,00;122,00;208,30;154
4553;25;93;110,50;118,00;204,30;154
4554;26;118;109,50;113,00;190,50;154
4555;27;116;108,00;111,00;183,20;154
4556;28;139;108,50;110,00;182,80;154
4557;29;153;109,50;110,00;181,60;154
4558;30;227;109,00;106,50;176,40;154
4559;1;226;140,50;129,00;285,10;155
4560;2;91;131,50;131,50;272,90;155
4561;3;153;133,00;132,00;270,00;155
4562;4;136;131,50;129,50;269,80;155
4563;5;123;123,00;134,50;263,00;155
4564;6;231;132,50;125,50;262,40;155
4565;7;154;127,00;128,50;259,40;155
4566;8;3;124,50;131,50;259,30;155
4567;9;72;125,50;130,00;257,40;155
4568;10;196;127,00;126,00;253,90;155
4569;11;114;121,50;132,00;253,80;155
4570;12;133;123,00;125,00;243,90;155
4571;13;5;119,00;128,00;241,60;155
4572;14;113;126,50;122,50;240,20;155
4573;15;61;121,00;122,50;234,30;155
4574;16;126;119,00;124,00;233,40;155
4575;17;65;119,00;123,50;231,50;155
4576;18;116;121,00;120,50;229,20;155
4577;19;77;114,00;126,50;227,90;155
4578;20;11;118,50;120,50;225,20;155
4579;21;181;120,50;119,00;225,10;155
4580;22;184;120,50;117,00;222,50;155
4581;23;118;115,50;118,50;213,20;155
4582;24;87;116,50;116,00;211,00;155
4583;25;183;113,50;113,00;198,20;155
4584;26;236;113,00;112,00;198,00;155
4585;27;167;118,00;107,50;195,90;155
4586;28;234;116,00;105,50;187,20;155
4587;29;152;113,50;105,50;183,70;155
4588;30;78;115,00;105,50;182,90;155
4589;1;136;138,50;145,00;293,80;156
4590;2;114;136,50;142,00;285,30;156
4591;3;91;136,50;141,50;278,90;156
4592;4;123;129,50;142,00;271,20;156
4593;5;231;132,50;140,00;267,50;156
4594;6;5;129,50;142,50;266,60;156
4595;7;135;129,50;137,50;260,60;156
4596;8;196;126,00;141,50;259,50;156
4597;9;86;136,00;129,50;257,40;156
4598;10;167;129,50;134,50;254,70;156
4599;11;126;127,00;135,50;251,00;156
4600;12;226;137,00;136,00;250,90;156
4601;13;154;130,50;133,50;249,70;156
4602;14;87;129,50;131,50;247,80;156
4603;15;132;128,00;132,50;246,90;156
4604;16;93;124,50;134,50;246,20;156
4605;17;214;125,00;133,50;241,80;156
4606;18;116;123,50;133,00;239,20;156
4607;19;88;126,50;128,50;237,00;156
4608;20;171;124,00;132,50;235,70;156
4609;21;181;122,50;131,00;233,80;156
4610;22;118;125,50;128,00;231,30;156
4611;23;67;127,00;125,00;229,10;156
4612;24;244;125,00;120,00;214,50;156
4613;25;152;122,50;121,50;214,20;156
4614;26;2;124,00;120,00;210,20;156
4615;27;165;125,50;114,50;205,50;156
4616;1;136;129,50;134,50;257,70;157
4617;2;196;128,50;130,50;245,70;157
4618;3;231;125,00;133,00;242,40;157
4619;4;91;127,00;130,00;242,10;157
4620;5;86;129,00;127,50;241,70;157
4621;6;5;122,00;132,00;235,70;157
4622;7;114;123,00;129,50;234,00;157
4623;8;135;125,00;127,00;233,10;157
4624;9;226;125,00;126,00;230,30;157
4625;10;123;122,00;125,50;224,00;157
4626;11;133;123,00;124,50;222,50;157
4627;12;171;124,50;123,50;221,90;157
4628;13;65;120,00;127,50;221,00;157
4629;14;11;123,50;122,00;217,40;157
4630;15;108;125,00;119,50;217,10;157
4631;16;116;120,00;124,50;215,10;157
4632;17;93;119,00;123,50;213,50;157
4633;18;118;121,00;122,50;213,30;157
4634;19;246;119,50;124,50;211,20;157
4635;20;67;120,00;122,00;210,60;157
4636;21;72;121,50;120,50;209,60;157
4637;22;77;117,00;124,00;208,80;157
4638;23;87;120,00;121,50;208,70;157
4639;24;181;119,50;120,50;207,50;157
4640;25;78;120,00;116,00;196,30;157
4641;26;177;119,50;115,00;194,10;157
4642;27;212;117,00;118,00;194,00;157
4643;28;205;119,50;110,50;186,50;157
4644;29;184;116,50;112,50;183,20;157
4645;30;88;118,00;112,00;180,00;157
4646;1;196;142,50;138,50;289,80;158
