id_wycieczki	kraj	miejsce	wylot	data_od	data_do	cena
760	Turcja	Alanya	Poznan	2015-08-30	2015-09-06	1079
761	Tunezja	Djerba	Katowice	2015-08-14	2015-08-28	2190
762	Tunezja	Mahdia	Krakow	2015-07-01	2015-07-15	2890
763	Maroko	Casablanca	Poznan	2015-08-25	2015-09-01	2420
764	Maroko	Agadir	Gdansk	2015-08-21	2015-08-28	2525
765	Turcja	Alanya	Gdansk	2015-07-06	2015-07-20	1879
766	Egipt	Marsa Alam	Warszawa	2015-07-13	2015-07-23	2160
767	Bulgaria	Sveti Vlas	Poznan	2015-07-27	2015-08-03	1099
768	Egipt	Marsa Alam	Katowice	2015-07-15	2015-07-29	2750
769	Hiszpania	Gran Canaria	Wroclaw	2015-07-19	2015-07-26	1999
770	Grecja	Kreta	Lodz	2015-07-18	2015-07-25	2150
771	Turcja	Kemer	Katowice	2015-07-13	2015-07-20	1690
772	Bulgaria	Sloneczny Brzeg	Poznan	2015-08-23	2015-08-30	1250
773	Hiszpania	Fuerteventura	Lodz	2015-07-22	2015-08-02	2770
774	Bulgaria	Sloneczny Brzeg	Warszawa	2015-06-24	2015-07-01	999
775	Hiszpania	Teneryfa	Katowice	2015-09-06	2015-09-20	4299
776	Maroko	Agadir	Lodz	2015-07-27	2015-08-03	2125
777	Bulgaria	Sveti Vlas	Katowice	2015-07-21	2015-08-04	1625
778	Egipt	Hurgada	Katowice	2015-07-02	2015-07-12	1950
779	Maroko	Casablanca	Gdansk	2015-07-21	2015-08-04	3349
780	Grecja	Rodos	Lodz	2015-07-20	2015-07-27	2099
781	Hiszpania	Gran Canaria	Katowice	2015-07-14	2015-07-21	1999
782	Turcja	Side	Gdansk	2015-08-29	2015-09-12	2390
783	Grecja	Kos	Gdansk	2015-07-19	2015-07-26	1970
784	Tunezja	Mahdia	Warszawa	2015-09-01	2015-09-15	2890
785	Hiszpania	Gran Canaria	Lodz	2015-08-05	2015-08-12	2299
786	Egipt	Marsa Alam	Katowice	2015-08-05	2015-08-16	3050
787	Turcja	Belek	Lodz	2015-08-03	2015-08-17	2599
788	Grecja	Kos	Katowice	2015-08-03	2015-08-17	3490
789	Hiszpania	Gran Canaria	Katowice	2015-08-04	2015-08-18	4199
790	Maroko	Casablanca	Lodz	2015-08-08	2015-08-22	3999
791	Tunezja	Sousse	Katowice	2015-07-02	2015-07-09	959
792	Bulgaria	Sveti Vlas	Krakow	2015-08-18	2015-08-25	1050
793	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-01	2015-07-11	1350
794	Bulgaria	Sloneczny Brzeg	Poznan	2015-07-16	2015-07-30	1725
795	Grecja	Rodos	Wroclaw	2015-08-05	2015-08-19	3599
796	Hiszpania	Gran Canaria	Wroclaw	2015-08-16	2015-08-30	4199
797	Grecja	Kos	Lodz	2015-07-17	2015-07-24	1950
798	Maroko	Casablanca	Katowice	2015-07-21	2015-07-28	1925
799	Turcja	Alanya	Warszawa	2015-07-17	2015-07-24	1079
800	Egipt	Marsa Alam	Poznan	2015-07-18	2015-07-25	1620
801	Tunezja	Monastir	Lodz	2015-07-16	2015-07-30	2490
802	Tunezja	Djerba	Wroclaw	2015-07-01	2015-07-08	1190
803	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-15	2015-07-29	1635
804	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-09	2015-07-19	1470
805	Maroko	Casablanca	Katowice	2015-07-28	2015-08-11	3349
806	Grecja	Kos	Lodz	2015-07-24	2015-08-07	3490
807	Turcja	Alanya	Gdansk	2015-07-20	2015-07-27	1079
808	Maroko	Agadir	Wroclaw	2015-09-07	2015-09-14	2125
809	Bulgaria	Sveti Vlas	Wroclaw	2015-07-20	2015-07-27	1059
810	Tunezja	Hammamet	Wroclaw	2015-07-13	2015-07-20	1390
811	Tunezja	Djerba	Katowice	2015-07-02	2015-07-09	1190
812	Grecja	Rodos	Krakow	2015-08-06	2015-08-13	2099
813	Tunezja	Monastir	Gdansk	2015-09-09	2015-09-23	2490
814	Maroko	Casablanca	Lodz	2015-08-08	2015-08-15	2420
815	Grecja	Rodos	Krakow	2015-08-20	2015-09-03	3599
816	Bulgaria	Sveti Vlas	Wroclaw	2015-07-20	2015-08-03	1625
817	Maroko	Casablanca	Krakow	2015-07-23	2015-08-06	3349
818	Hiszpania	Majorka	Wroclaw	2015-08-08	2015-08-15	2250
819	Turcja	Kemer	Warszawa	2015-07-02	2015-07-09	1990
820	Grecja	Kreta	Wroclaw	2015-07-20	2015-08-03	3350
821	Tunezja	Djerba	Wroclaw	2015-07-29	2015-08-12	1990
822	Egipt	Marsa Alam	Poznan	2015-08-08	2015-08-22	3150
823	Hiszpania	Fuerteventura	Lodz	2015-07-29	2015-08-09	2770
824	Egipt	Hurgada	Katowice	2015-08-03	2015-08-14	2150
825	Grecja	Rodos	Warszawa	2015-07-30	2015-08-13	3599
826	Bulgaria	Sveti Vlas	Lodz	2015-07-22	2015-07-29	1100
827	Grecja	Kreta	Warszawa	2015-07-17	2015-07-24	2150
828	Tunezja	Nabeul	Krakow	2015-08-20	2015-09-03	1999
829	Maroko	Casablanca	Gdansk	2015-07-23	2015-07-30	1925
830	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-29	2015-08-05	1110
831	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-01	2015-07-15	1625
832	Tunezja	Nabeul	Warszawa	2015-07-13	2015-07-20	1190
833	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-24	2015-08-03	1470
834	Egipt	Sharm El Sheikh	Katowice	2015-07-09	2015-07-16	1490
835	Bulgaria	Sveti Vlas	Gdansk	2015-08-09	2015-08-16	1099
836	Turcja	Alanya	Poznan	2015-08-02	2015-08-09	1079
837	Tunezja	Monastir	Gdansk	2015-07-29	2015-08-05	1390
838	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-01	2015-07-08	1050
839	Maroko	Casablanca	Lodz	2015-08-15	2015-08-29	3999
840	Turcja	Kemer	Gdansk	2015-08-22	2015-09-05	3190
841	Hiszpania	Teneryfa	Katowice	2015-08-23	2015-08-30	2599
842	Bulgaria	Sveti Vlas	Wroclaw	2015-07-27	2015-08-03	1059
843	Tunezja	Hammamet	Warszawa	2015-07-01	2015-07-08	1390
844	Hiszpania	Fuerteventura	Wroclaw	2015-08-20	2015-08-31	2870
845	Tunezja	Hammamet	Warszawa	2015-07-29	2015-08-12	2790
846	Maroko	Casablanca	Lodz	2015-08-15	2015-08-22	2420
847	Turcja	Belek	Wroclaw	2015-08-04	2015-08-11	1269
848	Tunezja	Nabeul	Krakow	2015-07-30	2015-08-06	1190
849	Bulgaria	Sloneczny Brzeg	Katowice	2015-07-16	2015-07-23	1110
850	Grecja	Kos	Lodz	2015-07-24	2015-07-31	1950
851	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-22	2015-08-05	1725
852	Grecja	Kreta	Gdansk	2015-07-26	2015-08-09	3350
853	Egipt	Sharm El Sheikh	Warszawa	2015-07-15	2015-07-22	1490
854	Egipt	Hurgada	Krakow	2015-07-31	2015-08-07	1520
855	Egipt	Sharm El Sheikh	Krakow	2015-08-11	2015-08-25	2790
856	Tunezja	Djerba	Gdansk	2015-07-13	2015-07-20	1190
857	Grecja	Rodos	Katowice	2015-08-06	2015-08-20	3599
858	Bulgaria	Sloneczny Brzeg	Krakow	2015-07-16	2015-07-23	1110
859	Turcja	Belek	Katowice	2015-07-15	2015-07-22	1359
860	Turcja	Kemer	Lodz	2015-08-07	2015-08-21	3190
861	Grecja	Kreta	Katowice	2015-07-13	2015-07-27	3350
862	Egipt	Sharm El Sheikh	Poznan	2015-08-08	2015-08-22	2790
863	Grecja	Kreta	Poznan	2015-07-12	2015-07-26	3350
864	Grecja	Kreta	Katowice	2015-07-13	2015-07-20	2150
865	Hiszpania	Gran Canaria	Katowice	2015-07-21	2015-07-28	1999
866	Grecja	Kos	Poznan	2015-07-14	2015-07-28	3490
867	Maroko	Casablanca	Lodz	2015-08-22	2015-09-05	3999
868	Bulgaria	Sveti Vlas	Katowice	2015-07-28	2015-08-11	1625
869	Maroko	Casablanca	Katowice	2015-07-28	2015-08-04	1925
870	Turcja	Belek	Warszawa	2015-08-18	2015-08-25	1269
871	Grecja	Rodos	Wroclaw	2015-07-15	2015-07-22	2099
872	Egipt	Marsa Alam	Katowice	2015-07-08	2015-07-19	2380
873	Turcja	Kemer	Katowice	2015-08-10	2015-08-24	3190
874	Grecja	Rodos	Warszawa	2015-07-30	2015-08-06	2099
875	Maroko	Agadir	Lodz	2015-08-03	2015-08-10	2525
876	Turcja	Side	Poznan	2015-09-04	2015-09-18	2390
877	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-16	2015-07-23	1110
878	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-16	2015-07-26	1470
879	Maroko	Agadir	Wroclaw	2015-09-14	2015-09-21	2125
880	Tunezja	Sousse	Wroclaw	2015-07-30	2015-08-06	1159
881	Bulgaria	Sloneczny Brzeg	Gdansk	2015-08-05	2015-08-12	1240
882	Maroko	Casablanca	Lodz	2015-08-22	2015-08-29	2420
883	Bulgaria	Sloneczny Brzeg	Katowice	2015-07-23	2015-07-30	1110
884	Tunezja	Nabeul	Katowice	2015-07-22	2015-08-05	1999
885	Tunezja	Hammamet	Katowice	2015-08-05	2015-08-12	1690
886	Egipt	Hurgada	Katowice	2015-07-30	2015-08-13	2625
887	Tunezja	Hammamet	Wroclaw	2015-08-24	2015-09-07	2790
888	Bulgaria	Sveti Vlas	Poznan	2015-08-03	2015-08-10	1199
889	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-02	2015-07-16	1725
890	Tunezja	Mahdia	Katowice	2015-08-29	2015-09-12	3090
891	Grecja	Kos	Warszawa	2015-08-08	2015-08-22	3490
892	Maroko	Casablanca	Krakow	2015-07-23	2015-07-30	1925
893	Hiszpania	Fuerteventura	Poznan	2015-08-19	2015-08-30	2870
894	Grecja	Rodos	Poznan	2015-08-11	2015-08-25	3599
895	Turcja	Belek	Wroclaw	2015-08-04	2015-08-18	3109
896	Hiszpania	Majorka	Warszawa	2015-08-06	2015-08-13	2250
897	Grecja	Kreta	Warszawa	2015-08-07	2015-08-21	3350
898	Turcja	Alanya	Lodz	2015-08-11	2015-08-18	1079
899	Tunezja	Mahdia	Wroclaw	2015-07-06	2015-07-13	1370
900	Maroko	Agadir	Poznan	2015-08-16	2015-08-23	2625
901	Maroko	Agadir	Poznan	2015-08-23	2015-08-30	2625
902	Turcja	Alanya	Gdansk	2015-07-20	2015-08-03	1879
903	Grecja	Rodos	Lodz	2015-08-31	2015-09-14	3599
904	Hiszpania	Majorka	Lodz	2015-08-04	2015-08-11	2450
905	Maroko	Agadir	Gdansk	2015-08-28	2015-09-04	2525
906	Bulgaria	Sloneczny Brzeg	Poznan	2015-08-30	2015-09-13	1810
907	Tunezja	Sousse	Poznan	2015-08-07	2015-08-21	1899
908	Turcja	Antalya	Wroclaw	2015-08-01	2015-08-15	3109
909	Tunezja	Monastir	Katowice	2015-07-27	2015-08-10	2490
910	Hiszpania	Teneryfa	Katowice	2015-09-13	2015-09-27	4299
911	Hiszpania	Majorka	Lodz	2015-08-11	2015-08-18	2450
912	Grecja	Kreta	Lodz	2015-07-18	2015-08-01	3350
913	Tunezja	Mahdia	Gdansk	2015-07-19	2015-07-26	1370
914	Egipt	Hurgada	Katowice	2015-08-13	2015-08-27	2625
915	Hiszpania	Gran Canaria	Wroclaw	2015-07-26	2015-08-02	1999
916	Turcja	Belek	Katowice	2015-07-29	2015-08-12	2599
917	Egipt	Marsa Alam	Warszawa	2015-07-27	2015-08-07	2380
918	Egipt	Hurgada	Katowice	2015-07-02	2015-07-16	2625
919	Turcja	Belek	Katowice	2015-07-29	2015-08-05	1359
920	Egipt	Sharm El Sheikh	Krakow	2015-08-25	2015-09-08	2790
921	Turcja	Side	Krakow	2015-08-02	2015-08-09	1260
922	Hiszpania	Gran Canaria	Warszawa	2015-08-12	2015-08-26	4199
923	Grecja	Kreta	Gdansk	2015-08-02	2015-08-09	2150
924	Maroko	Casablanca	Lodz	2015-08-29	2015-09-12	3999
925	Hiszpania	Majorka	Wroclaw	2015-08-15	2015-08-22	2250
926	Tunezja	Mahdia	Katowice	2015-08-01	2015-08-08	1570
927	Grecja	Kos	Lodz	2015-07-31	2015-08-14	3490
928	Grecja	Rodos	Poznan	2015-07-14	2015-07-21	2099
929	Tunezja	Djerba	Lodz	2015-07-14	2015-07-28	1990
930	Bulgaria	Sveti Vlas	Krakow	2015-08-25	2015-09-01	1050
931	Bulgaria	Sveti Vlas	Krakow	2015-09-01	2015-09-08	1050
932	Grecja	Kos	Krakow	2015-07-28	2015-08-11	3490
933	Turcja	Side	Katowice	2015-07-30	2015-08-13	2390
934	Grecja	Kos	Katowice	2015-07-13	2015-07-20	1970
935	Turcja	Side	Lodz	2015-07-02	2015-07-16	2390
936	Tunezja	Sousse	Katowice	2015-08-13	2015-08-27	1699
937	Tunezja	Monastir	Lodz	2015-07-30	2015-08-06	1390
938	Tunezja	Sousse	Lodz	2015-08-01	2015-08-15	1699
939	Grecja	Rodos	Lodz	2015-07-27	2015-08-03	2099
940	Bulgaria	Sloneczny Brzeg	Poznan	2015-08-30	2015-09-06	1250
941	Turcja	Kemer	Wroclaw	2015-07-25	2015-08-01	1990
942	Grecja	Kreta	Poznan	2015-07-19	2015-07-26	2150
943	Grecja	Kreta	Gdansk	2015-08-02	2015-08-16	3350
944	Turcja	Antalya	Krakow	2015-08-15	2015-08-29	2679
945	Grecja	Kreta	Lodz	2015-07-25	2015-08-01	2150
946	Tunezja	Monastir	Lodz	2015-07-23	2015-08-06	2490
947	Maroko	Agadir	Katowice	2015-08-17	2015-08-24	2515
948	Maroko	Casablanca	Katowice	2015-08-04	2015-08-18	3999
949	Turcja	Kemer	Katowice	2015-07-20	2015-07-27	1690
950	Egipt	Hurgada	Warszawa	2015-08-21	2015-09-04	2550
951	Tunezja	Djerba	Gdansk	2015-07-27	2015-08-10	1990
952	Bulgaria	Sveti Vlas	Warszawa	2015-08-05	2015-08-12	1159
953	Maroko	Casablanca	Katowice	2015-08-04	2015-08-11	2420
954	Egipt	Marsa Alam	Gdansk	2015-07-17	2015-07-24	1590
955	Egipt	Hurgada	Poznan	2015-07-18	2015-07-25	1520
956	Maroko	Casablanca	Gdansk	2015-07-28	2015-08-11	3349
957	Hiszpania	Fuerteventura	Katowice	2015-08-06	2015-08-17	2870
958	Grecja	Kos	Krakow	2015-08-11	2015-08-18	2070
959	Hiszpania	Fuerteventura	Lodz	2015-08-05	2015-08-16	2770
960	Tunezja	Monastir	Lodz	2015-08-06	2015-08-13	1590
961	Tunezja	Mahdia	Gdansk	2015-08-16	2015-08-30	3090
962	Tunezja	Djerba	Poznan	2015-07-16	2015-07-23	1190
963	Tunezja	Monastir	Wroclaw	2015-08-02	2015-08-16	1790
964	Egipt	Marsa Alam	Wroclaw	2015-08-10	2015-08-24	2995
965	Egipt	Sharm El Sheikh	Katowice	2015-07-30	2015-08-09	1990
966	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-08	2015-07-18	1350
967	Grecja	Kos	Gdansk	2015-07-19	2015-08-02	3490
968	Grecja	Kos	Warszawa	2015-07-18	2015-07-25	1950
969	Maroko	Agadir	Poznan	2015-08-30	2015-09-06	2625
970	Grecja	Kos	Lodz	2015-07-31	2015-08-07	1950
971	Bulgaria	Sveti Vlas	Lodz	2015-07-29	2015-08-05	1100
972	Bulgaria	Sloneczny Brzeg	Poznan	2015-07-23	2015-08-06	1725
973	Tunezja	Nabeul	Warszawa	2015-08-03	2015-08-17	1999
974	Egipt	Hurgada	Warszawa	2015-08-28	2015-09-11	2550
975	Grecja	Kos	Katowice	2015-08-10	2015-08-24	3490
976	Turcja	Kemer	Lodz	2015-08-07	2015-08-14	1890
977	Maroko	Casablanca	Wroclaw	2015-08-17	2015-08-24	2420
978	Egipt	Sharm El Sheikh	Krakow	2015-08-25	2015-09-01	1590
979	Egipt	Sharm El Sheikh	Poznan	2015-08-15	2015-08-22	1590
980	Tunezja	Sousse	Wroclaw	2015-09-24	2015-10-08	1699
981	Turcja	Kemer	Lodz	2015-08-14	2015-08-28	3190
982	Tunezja	Sousse	Gdansk	2015-07-15	2015-07-29	1699
983	Maroko	Casablanca	Krakow	2015-07-30	2015-08-13	3349
984	Hiszpania	Gran Canaria	Warszawa	2015-07-22	2015-07-29	1999
985	Maroko	Agadir	Poznan	2015-09-06	2015-09-13	2125
986	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-31	2015-08-10	1470
987	Hiszpania	Gran Canaria	Lodz	2015-08-12	2015-08-19	2299
988	Bulgaria	Sloneczny Brzeg	Gdansk	2015-07-29	2015-08-12	1725
989	Bulgaria	Sveti Vlas	Lodz	2015-08-05	2015-08-12	1200
990	Bulgaria	Sveti Vlas	Warszawa	2015-08-05	2015-08-19	1625
991	Tunezja	Sousse	Lodz	2015-08-01	2015-08-08	1159
992	Maroko	Agadir	Lodz	2015-08-10	2015-08-17	2525
993	Grecja	Kreta	Gdansk	2015-08-09	2015-08-16	2150
994	Hiszpania	Fuerteventura	Poznan	2015-08-26	2015-09-06	2870
995	Hiszpania	Majorka	Warszawa	2015-08-13	2015-08-20	2250
996	Maroko	Casablanca	Krakow	2015-07-30	2015-08-06	1925
997	Maroko	Agadir	Wroclaw	2015-09-21	2015-09-28	2125
998	Bulgaria	Sloneczny Brzeg	Wroclaw	2015-08-05	2015-08-19	1625
999	Egipt	Hurgada	Wroclaw	2015-07-24	2015-07-31	1450
1000	Bulgaria	Sloneczny Brzeg	Poznan	2015-09-09	2015-09-23	1350
1001	Hiszpania	Gran Canaria	Krakow	2015-08-19	2015-08-26	2299
1002	Egipt	Sharm El Sheikh	Warszawa	2015-07-15	2015-07-25	1990
1003	Grecja	Kos	Lodz	2015-08-07	2015-08-21	3490
1004	Maroko	Casablanca	Krakow	2015-08-06	2015-08-20	3999
1005	Hiszpania	Teneryfa	Warszawa	2015-07-31	2015-08-14	4299
1006	Tunezja	Djerba	Gdansk	2015-07-27	2015-08-03	1190
1007	Maroko	Agadir	Wroclaw	2015-09-28	2015-10-05	2125
1008	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-08	2015-07-22	1625
1009	Egipt	Hurgada	Poznan	2015-08-01	2015-08-08	1790
1010	Grecja	Rodos	Katowice	2015-08-20	2015-08-27	2099
1011	Bulgaria	Sveti Vlas	Poznan	2015-08-10	2015-08-17	1199
1012	Hiszpania	Fuerteventura	Katowice	2015-08-17	2015-08-28	2870
1013	Grecja	Rodos	Lodz	2015-09-07	2015-09-21	3299
1014	Bulgaria	Sveti Vlas	Wroclaw	2015-07-27	2015-08-10	1625
1015	Turcja	Antalya	Lodz	2015-07-15	2015-07-22	1259
1016	Turcja	Kemer	Lodz	2015-08-14	2015-08-21	1890
1017	Tunezja	Djerba	Warszawa	2015-07-06	2015-07-13	1190
1018	Maroko	Casablanca	Wroclaw	2015-08-31	2015-09-14	3999
1019	Grecja	Kos	Lodz	2015-08-07	2015-08-14	2050
1020	Egipt	Marsa Alam	Wroclaw	2015-08-10	2015-08-17	1550
1021	Maroko	Agadir	Krakow	2015-09-23	2015-09-30	2125
1022	Tunezja	Monastir	Warszawa	2015-07-05	2015-07-12	1390
1023	Hiszpania	Gran Canaria	Warszawa	2015-08-19	2015-09-02	4199
1024	Bulgaria	Sveti Vlas	Gdansk	2015-08-16	2015-08-23	1099
1025	Egipt	Marsa Alam	Gdansk	2015-08-14	2015-08-28	2990
1026	Hiszpania	Majorka	Katowice	2015-09-21	2015-09-28	2250
1027	Maroko	Agadir	Warszawa	2015-08-01	2015-08-08	2125
1028	Grecja	Rodos	Katowice	2015-08-20	2015-09-03	3599
1029	Hiszpania	Fuerteventura	Lodz	2015-08-12	2015-08-23	2870
1030	Bulgaria	Sveti Vlas	Lodz	2015-08-12	2015-08-19	1200
1031	Bulgaria	Sveti Vlas	Wroclaw	2015-08-03	2015-08-10	1159
1032	Maroko	Agadir	Krakow	2015-09-30	2015-10-07	2125
1033	Bulgaria	Sloneczny Brzeg	Lodz	2015-07-23	2015-08-02	1470
1034	Grecja	Kreta	Poznan	2015-07-19	2015-08-02	3350
1035	Bulgaria	Sveti Vlas	Poznan	2015-08-17	2015-08-24	1199
1036	Tunezja	Monastir	Poznan	2015-08-27	2015-09-10	2790
1037	Bulgaria	Sveti Vlas	Gdansk	2015-08-23	2015-08-30	1099
1038	Grecja	Kos	Poznan	2015-07-28	2015-08-04	1950
1039	Grecja	Kreta	Katowice	2015-07-20	2015-08-03	3350
1040	Egipt	Marsa Alam	Wroclaw	2015-08-24	2015-09-07	2995
1041	Bulgaria	Sveti Vlas	Lodz	2015-08-19	2015-08-26	1200
1042	Turcja	Antalya	Lodz	2015-08-12	2015-08-26	2999
1043	Bulgaria	Sloneczny Brzeg	Warszawa	2015-07-08	2015-07-15	1050
1044	Turcja	Belek	Katowice	2015-08-12	2015-08-26	2599
1045	Tunezja	Djerba	Poznan	2015-07-30	2015-08-06	1190
1046	Grecja	Kreta	Krakow	2015-08-11	2015-08-18	2150
1047	Bulgaria	Sveti Vlas	Lodz	2015-08-26	2015-09-02	1200
1048	Tunezja	Hammamet	Krakow	2015-08-19	2015-08-26	1690
1049	Hiszpania	Fuerteventura	Krakow	2015-07-24	2015-08-04	2770
1050	Grecja	Kreta	Krakow	2015-08-11	2015-08-25	3350
1051	Hiszpania	Gran Canaria	Gdansk	2015-08-05	2015-08-12	2299
1052	Grecja	Kos	Lodz	2015-07-04	2015-07-18	3490
1053	Bulgaria	Sveti Vlas	Gdansk	2015-08-30	2015-09-06	1099
1054	Grecja	Rodos	Katowice	2015-09-03	2015-09-10	1599
1055	Turcja	Side	Wroclaw	2015-07-17	2015-07-31	2390
1056	Turcja	Alanya	Wroclaw	2015-08-21	2015-08-28	1079
1057	Turcja	Kemer	Warszawa	2015-09-02	2015-09-16	3190
1058	Turcja	Side	Wroclaw	2015-07-24	2015-08-07	2390
1059	Tunezja	Mahdia	Warszawa	2015-08-04	2015-08-11	1570
1060	Egipt	Sharm El Sheikh	Krakow	2015-08-11	2015-08-18	1590
1061	Egipt	Marsa Alam	Katowice	2015-07-01	2015-07-15	2750
1062	Tunezja	Monastir	Lodz	2015-07-30	2015-08-13	2490
1063	Hiszpania	Majorka	Katowice	2015-07-13	2015-07-20	2350
1064	Tunezja	Nabeul	Poznan	2015-09-01	2015-09-15	1999
1065	Hiszpania	Fuerteventura	Poznan	2015-09-02	2015-09-13	2770
1066	Turcja	Alanya	Krakow	2015-07-20	2015-07-27	1079
1067	Tunezja	Nabeul	Poznan	2015-08-18	2015-08-25	1190
1068	Turcja	Antalya	Krakow	2015-08-01	2015-08-08	1059
1069	Grecja	Kreta	Lodz	2015-07-25	2015-08-08	3350
1070	Grecja	Kos	Wroclaw	2015-07-30	2015-08-13	3490
1071	Grecja	Kreta	Gdansk	2015-08-09	2015-08-23	3350
1072	Turcja	Side	Lodz	2015-08-02	2015-08-09	1260
1073	Turcja	Alanya	Warszawa	2015-08-14	2015-08-28	1879
1074	Turcja	Belek	Poznan	2015-07-14	2015-07-21	1499
1075	Bulgaria	Sveti Vlas	Wroclaw	2015-08-03	2015-08-17	1625
1076	Maroko	Casablanca	Krakow	2015-08-06	2015-08-13	2420
1077	Egipt	Hurgada	Lodz	2015-07-17	2015-07-24	1520
1078	Maroko	Agadir	Gdansk	2015-09-04	2015-09-11	2125
1079	Grecja	Rodos	Warszawa	2015-08-06	2015-08-20	3599
1080	Hiszpania	Fuerteventura	Krakow	2015-08-04	2015-08-15	2870
1081	Turcja	Belek	Poznan	2015-08-25	2015-09-08	2599
1082	Maroko	Agadir	Katowice	2015-08-24	2015-08-31	2515
1083	Maroko	Agadir	Poznan	2015-09-13	2015-09-20	2125
1084	Maroko	Agadir	Warszawa	2015-08-14	2015-08-21	2125
1085	Maroko	Casablanca	Wroclaw	2015-08-31	2015-09-07	2420
1086	Turcja	Kemer	Wroclaw	2015-07-25	2015-08-08	3190
1087	Egipt	Marsa Alam	Wroclaw	2015-08-24	2015-08-31	1550
1088	Egipt	Marsa Alam	Katowice	2015-07-22	2015-07-29	1590
1089	Egipt	Hurgada	Lodz	2015-07-31	2015-08-07	1520
1090	Maroko	Agadir	Gdansk	2015-09-11	2015-09-18	2125
1091	Egipt	Marsa Alam	Wroclaw	2015-08-31	2015-09-14	2995
1092	Turcja	Kemer	Wroclaw	2015-08-08	2015-08-15	1990
1093	Tunezja	Mahdia	Poznan	2015-08-05	2015-08-12	1570
1094	Hiszpania	Teneryfa	Gdansk	2015-08-03	2015-08-10	2599
1095	Turcja	Antalya	Krakow	2015-08-22	2015-09-05	2679
1096	Grecja	Kreta	Warszawa	2015-07-24	2015-07-31	2150
1097	Turcja	Antalya	Poznan	2015-09-11	2015-09-25	2999
1098	Tunezja	Djerba	Lodz	2015-07-28	2015-08-04	1190
1099	Turcja	Belek	Poznan	2015-07-28	2015-08-04	1499
1100	Grecja	Rodos	Wroclaw	2015-08-12	2015-08-26	3599
1101	Hiszpania	Fuerteventura	Krakow	2015-08-15	2015-08-26	2870
1102	Tunezja	Nabeul	Lodz	2015-07-14	2015-07-21	1190
1103	Hiszpania	Gran Canaria	Wroclaw	2015-08-23	2015-09-06	4199
1104	Maroko	Casablanca	Katowice	2015-08-11	2015-08-25	3999
1105	Grecja	Rodos	Lodz	2015-08-03	2015-08-10	2099
1106	Bulgaria	Sloneczny Brzeg	Poznan	2015-07-23	2015-08-06	1725
1107	Hiszpania	Majorka	Warszawa	2015-08-20	2015-08-27	2250
1108	Bulgaria	Sloneczny Brzeg	Gdansk	2015-08-12	2015-08-19	1240
1109	Grecja	Kreta	Gdansk	2015-08-16	2015-08-23	2150
1110	Tunezja	Monastir	Lodz	2015-07-02	2015-07-09	1390
1111	Grecja	Kreta	Warszawa	2015-08-21	2015-09-04	3350
1112	Grecja	Rodos	Gdansk	2015-08-10	2015-08-17	2099
1113	Maroko	Casablanca	Katowice	2015-08-11	2015-08-18	2420
1114	Grecja	Rodos	Gdansk	2015-08-10	2015-08-24	3599
1115	Maroko	Agadir	Lodz	2015-08-17	2015-08-24	2525
1116	Maroko	Casablanca	Gdansk	2015-07-30	2015-08-06	1925
1117	Bulgaria	Sloneczny Brzeg	Gdansk	2015-08-07	2015-08-17	1510
1118	Tunezja	Djerba	Warszawa	2015-08-03	2015-08-10	1490
1119	Egipt	Hurgada	Krakow	2015-07-31	2015-08-14	2625
1120	Maroko	Agadir	Warszawa	2015-08-21	2015-08-28	2125
1121	Grecja	Rodos	Krakow	2015-08-20	2015-08-27	2099
